,property_id,extra
15724,LJBB Bungalow,
15725,LJBB Nina,
15726,Lebak,2
15727,LJBB Shaka,
15728,Kubu N2,2
15729,Khumba,1BR Villa 1
15730,Come Back,4
15731,Puri Kelapa,6 (double)
15732,Puri Kelapa,4 (double)
15733,Puri Kelapa,3 (twin)
15734,LJBB Shaka,
15735,D'Padang,9
15736,Villa Cahaya,
15737,LaJoya1 Deluxe Bungalow,
15738,LJBB Bungalow,
15739,La Cabane Std,
15740,Rama Villa,Brata 1
15741,Villa Idaman,1
15742,Kutuh Manak,1
15743,Full Moon,8
15744,Villa Idaman,2
15745,La Cabane Std,
15746,Jepun Sari,92 (Double)
15747,Kutuh Manak,2
15748,D'Padang,9
15749,Kutuh Manak,3
15750,D'Padang,2
15751,Puri Kelapa,7 (double)
15752,LJBB Bungalow,
15753,La Cabane Std,
15754,LJBB Bungalow,
15755,LJBB Bungalow,
15756,Kubu N2,1
15757,NDBV Lot 3,
15758,Lebak,3
15759,LJBB Bungalow,
15760,LJBB Shaka,
15761,Lebak,4
15762,Batu Jaran Hill,1
15763,NDBV Lot 3,
15764,NDBV Lot 3,
15765,Buana,207
15766,LJBB Bungalow,
15767,Villa Idaman,1
15768,Villa Idaman,2
15769,LJBB Shaka,
15770,LJBB Shaka,
15771,La Cabane Std,
15772,La Cabane Paz Family,
15773,Bingin Surf Left,
15774,Bingin Surf Left,
15775,D'Padang,4
15776,The Jepun,1
15777,Come Back,2
15778,D'Padang,2
15779,D'Padang,4
15780,Kutuh Manak,8
15781,Puri Kelapa,A2 (double)
15782,Puri Kelapa,6 (double)
15783,Puri Kelapa,2 (double)
15784,LJBB Bungalow,
15785,LaJoya1 Standard Bungalow,
15786,Kutuh Manak,9
15787,Kutuh Manak,4
15788,Maha Ungasan,
15789,Wira Homestay,10 (King)
15790,Batu Jaran Hill,1
15791,Jepun Sari,91 (Double)
15792,Puri Kelapa,1 (Twin)
15793,Bingin Surf Left,
15794,Bingin Surf Left,
15795,Taman Bintang,Concrete Dbl (Legong)
15796,Puri Kelapa,2 (double)
15797,LJBB Shaka,
15798,LJBB Bungalow,
15799,LJBB Shaka,
15800,Villa Loluan,1
15801,Maha Ungasan,3 (Garden View)
15802,Kubu N2,2
15803,D'Padang,4
15804,D'Padang,3
15805,LJBB Bungalow,
15806,Villa Idaman,1
15807,Villa Idaman,2
15808,Puri Kelapa,7 (double)
15809,Puri Kelapa,6 (double)
15810,The Alchemist,Le Petit Prince
15811,Kutuh Manak,1
15812,Kembang Kuning,
15813,Buana,207
15814,LJBB Shaka,
15815,LJBB Shaka,
15816,LJBB Shaka,
15817,LJBB Shaka,
15818,La Cabane Std,
15819,La Cabane Paz Family,
15820,LJBB Shaka,
15821,D'Padang,9
15822,Puri Kelapa,7 (double)
15823,Uluwatu Cottages,Double
15824,The Hideaway,
15825,D'Padang,6
15826,The Jepun,1
15827,Bingin Surf Left,
15828,The Hideaway,
15829,Kutuh Manak,1
15830,Uluwatu Cottages,Double
15831,Come Back,2
15832,The Alchemist,Family Cabin
15833,La Cabane Std,
15834,Maha Ungasan,
15835,Sleeping Buddha,
15836,Puri Kelapa,4 (double)
15837,La Cabane Std,
15838,Villa Idaman,1
15839,Come Back,3
15840,D'Padang,4
15841,Puri Kelapa,B1 (twin)
15842,Puri Kelapa,2 (double)
15843,Kutuh Manak,1
15844,LJBB Nina,
15845,Batu Jaran Hill,1
15846,Batu Jaran Hill,1
15847,Batu Jaran Hill,1
15848,Batu Jaran Hill,1
15849,LJBB Shaka,
15850,LJBB Bungalow,
15851,Bingin Surf Left,
15852,Bingin Surf Left,
15853,LJBB Shaka,
15854,Villa Merdu,
15855,Puri Kelapa,1 (Twin)
15856,Villa Kura Kura,
15857,Villa Idaman,2
15858,LJBB Bungalow,
15859,LaJoya1 Private Villa,
15860,Kubu N2,2
15861,Puri Kelapa,12 (double)
15862,Villa Cahaya,
15863,Full Moon,1
15864,LJBB Shaka,
15865,Uluwatu Cottages,Double
15866,The Jepun,1
15867,LJBB Bungalow,
15868,9 Nelayan,Wood Cabin
15869,Come Back,5
15870,Villa Bening,
15871,Villa Toya,
15872,Puri Kelapa,6 (double)
15873,Puri Kelapa,Family
15874,Santosha Suite,1
15875,Puri Kelapa,11 (twin)
15876,Kutuh Manak,7
15877,Batu Jaran Hill,1
15878,Puri Kelapa,1 (Twin)
15879,LJBB Bungalow,
15880,Puri Kelapa,4 (double)
15881,Kembang Kuning,
15882,Puri Kelapa,4 (double)
15883,Buana,208
15884,Buana,207
15885,The Jepun,1
15886,D'Padang,2
15887,LJBB Shaka,
15888,LJBB Shaka,
15889,LaJoya1 Deluxe Room,
15890,LJBB Bungalow,
15891,NDBV Lot 6,
15892,D'Padang,4
15893,D'Padang,9
15894,Maha Ungasan,
15895,Maha Ungasan,
15896,Kembang Kuning,
15897,Villa Arindra,
15898,Villa Bambu,1
15899,Villa Toya,
15900,Buana,207
15901,Buana,101
15902,Batu Jaran Hill,1
15903,Come Back,2
15904,Lebak,7
15905,Kutuh Manak,6
15906,Kutuh Manak,6
15907,Buana,207
15908,Jepun Sari,91 (Double)
15909,Wira Homestay,10 (King)
15910,Bingin Surf Left,
15911,Come Back,7
15912,Villa Cerita Indah,
15913,Puri Kelapa,A1 (twin)
15914,Bingin Surf Left,
15915,Bingin Surf Left,
15916,Wira Homestay,11 (King)
15917,Puri Kelapa,3 (twin)
15918,Uluwatu Cottages,Suite
15919,Buana,207
15920,Kubu N2,2
15921,9 Nelayan,Earth Cabin
15922,LJBB Shaka,
15923,Puri Kelapa,4 (double)
15924,Maha Ungasan,
15925,LJBB Shaka,
15926,La Cabane Std,
15927,La Cabane Std,
15928,La Cabane Dlx,
15929,Buana,207
15930,The Jepun,1
15931,Kubu N2,2
15932,NDBV Lot 6,
15933,Buana,207
15934,Buana,203
15935,LJBB Shaka,
15936,LJBB Nina,
15937,LJBB Shaka,
15938,The Jepun,1
15939,Full Moon,5
15940,Bingin Surf Left,
15941,Villa Kama,1
15942,Puri Kelapa,5 (double)
15943,Villa Cerita Indah,
15944,Villa Cerita Indah,
15945,Lebak,8
15946,Rama Village,LAKSAMANA 2
15947,Rama Villa,Laksamana-1
15948,Villa Singa (6BR Villa),
15949,D'Padang,4
15950,LJBB Bungalow,
15951,Villa Ayunan,
15952,Villa Idaman,2
15953,LJBB Bungalow,
15954,LJBB Nina,
15955,Khumba,2BR Villa 3
15956,La Cabane Std,
15957,LJBB Bungalow,
15958,La Cabane Paz Family,
15959,Kubu N2,2
15960,La Cabane Dlx,
15961,Lebak,8
15962,LJBB Bungalow,
15963,Rama Village,LAKSAMANA 1
15964,Uluwatu Cottages,Twin
15965,Bingin Surf Left,
15966,D'Padang,10
15967,Kutuh Manak,1
15968,Secret Garden,Bunga (1BR)
15969,Lebak,5
15970,D'Padang,8
15971,Villa Bagus,
15972,Kutuh Manak,4
15973,Full Moon,8
15974,Puri Kelapa,5 (double)
15975,Puri Kelapa,1 (Twin)
15976,Villa Purnama,
15977,LJBB Bungalow,
15978,Villa Purnama,
15979,Uluwatu Cottages,Twin
15980,The Hideaway,
15981,Villa Idaman,1
15982,Villa Idaman,2
15983,D'Padang,4
15984,LJBB Bungalow,
15985,Maha Ungasan,
15986,LJBB Shaka,
15987,LJBB Nina,
15988,The Alchemist,Family Cabin
15989,LaJoya1 Standard Bungalow,
15990,LaJoya1 Standard Bungalow,
15991,LaJoya1 Deluxe Bungalow,
15992,LJBB Bungalow,
15993,LaJoya1 Standard Bungalow,
15994,LaJoya1 Standard Bungalow,
15995,Kubu N2,2
15996,D'Padang,1
15997,LJBB Bungalow,
15998,LJBB Bungalow,
15999,Kutuh Manak,3
16000,Villa Asmara,
16001,LaJoya1 Deluxe Bungalow,
16002,The Alchemist,Family Cabin
16003,The Alchemist,Le Petit Prince
16004,Villa Bening,
16005,Bingin Surf Left,
16006,Puri Kelapa,2 (double)
16007,Bingin Surf Left,
16008,Rama Villa,Satrugna 2
16009,Puri Kelapa,3 (twin)
16010,Puri Kelapa,2 (double)
16011,LaJoya1 Standard Room,
16012,Wira Homestay,12 (King)
16013,Wira Homestay,13 (Double)
16014,Batu Jaran Hill,1
16015,Puri Kelapa,7 (double)
16016,Villa Cahaya,
16017,Villa Bulan,
16018,LJBB Nina,
16019,LJBB Nina,
16020,Villa Kura Kura,
16021,LJBB Shaka,
16022,LJBB Nina,
16023,LJBB Shaka,
16024,Villa Kama,2
16025,LJBB Nina,
16026,LJBB Bungalow,
16027,D'Padang,1
16028,LJBB Bungalow,
16029,LaJoya1 Standard Bungalow,
16030,Uluwatu Cottages,Double
16031,LaJoya1 Standard Bungalow,
16032,LJBB Bungalow,
16033,Bingin Surf Left,
16034,Uluwatu Cottages,Double
16035,LaJoya1 Standard Bungalow,
16036,Kutuh Manak,5
16037,Puri Kelapa,7 (double)
16038,Come Back,3
16039,Puri Pandawa,Deluxe 1
16040,Maha Ungasan,
16041,Elements Social House,1
16042,Puri Kelapa,8 (twin)
16043,NDBV Lot 6,
16044,D'Padang,8
16045,Puri Kelapa,3 (twin)
16046,Puri Kelapa,11 (twin)
16047,Puri Kelapa,1 (Twin)
16048,D'Padang,7
16049,Wira Homestay,15 (Double)
16050,LJBB Shaka,
16051,Villa Idaman,1
16052,LJBB Shaka,
16053,Batu Jaran Hill,1
16054,La Cabane Std,
16055,Batu Jaran Hill,1
16056,Kutuh Manak,4
16057,LJBB Shaka,
16058,Batu Jaran Hill,1
16059,D'Padang,2
16060,LaJoya1 Standard Bungalow,
16061,Batu Jaran Hill,1
16062,Villa Loluan,Canggu
16063,LJBB Bungalow,
16064,Puri Kelapa,7 (double)
16065,D'Padang,3
16066,NDBV Lot 6,
16067,Uluwatu Cottages,Double
16068,Puri Pandawa,Deluxe 2
16069,Maha Ungasan,
16070,Kutuh Manak,2
16071,Puri Kelapa,2 (double)
16072,9 Nelayan,Earth Cabin
16073,Puri Kelapa,A2 (double)
16074,Puri Kelapa,A2 (double)
16075,Puri Kelapa,A2 (double)
16076,Batu Jaran Hill,1
16077,Batu Jaran Hill,1
16078,Batu Jaran Hill,1
16079,LJBB Shaka,
16080,Kembang Kuning,
16081,Batu Jaran Hill,1
16082,Full Moon,8
16083,Bingin Surf Left,
16084,Puri Kelapa,2 (double)
16085,Puri Kelapa,5 (double)
16086,D'Padang,5
16087,LJBB Nina,
16088,Uluwatu Cottages,Double
16089,Bingin Surf Left,
16090,D'Padang,1
16091,D'Padang,6
16092,D'Padang,7
16093,LJBB Bungalow,
16094,LJBB Bungalow,
16095,LJBB Nina,
16096,Bingin Surf Left,
16097,Kubu N2,2
16098,LJBB Bungalow,
16099,Dreamview Villa,
16100,9 Nelayan,Water Cabin
16101,LJBB Shaka,
16102,D'Padang,5
16103,Kutuh Manak,3
16104,Puri Kelapa,6 (double)
16105,The Alchemist,Family Cabin
16106,Villa Kama,3
16107,LJBB Shaka,
16108,Villa Kama,1
16109,LJBB Bungalow,
16110,The Alchemist,Le Petit Prince
16111,Batu Jaran Hill,1
16112,Balangan Cottages,
16113,The Alchemist,Family Cabin
16114,The Jepun,1
16115,Villa Asmara,
16116,Bingin Surf Left,
16117,Puri Kelapa,1 (Twin)
16118,Kutuh Manak,1
16119,Bingin Surf Left,
16120,Villa Cerita Indah,
16121,The Alchemist,Le Petit Prince
16122,LaJoya1 Standard Bungalow,
16123,Villa Bulan,
16124,Villa Papaya,
16125,Villa Bija,
16126,LJBB Nina,
16127,LJBB Bungalow,
16128,LJBB Bungalow,
16129,9 Nelayan,Wood Cabin
16130,NDBV Lot 3,
16131,The Alchemist,One Love
16132,LJBB Nina,
16133,The Alchemist,Blanche Niege
16134,The Alchemist,One Love
16135,LJBB Shaka,
16136,Buana,204
16137,Uluwatu Cottages,Double
16138,Kubu N2,2
16139,Puri Pandawa,Suite 1
16140,LJBB Bungalow,
16141,Lebak,5
16142,Wira Homestay,18 (Double)
16143,Wira Homestay,16 (Double)
16144,Batu Jaran Hill,1
16145,LJBB Bungalow,
16146,Puri Kelapa,4 (double)
16147,Villa Loluan,Canggu
16148,Puri Kelapa,A2 (double)
16149,Lebak,1
16150,Batu Jaran Hill,1
16151,Taman Bintang,Concrete Twn (Oleg)
16152,Taman Bintang,Concrete Twn (Oleg)
16153,D'Padang,7
16154,Puri Kelapa,A1 (twin)
16155,Batu Jaran Hill,1
16156,The Alchemist,Le Petit Prince
16157,Buana,207
16158,LJBB Shaka,
16159,Kubu N2,2
16160,Villa Zen,
16161,Lebak,4
16162,Dreamview Villa,
16163,LJBB Shaka,
16164,Batu Jaran Hill,1
16165,The Hideaway,
16166,Villa Loluan,Canggu
16167,Villa Cahaya,
16168,Villa Cahaya,
16169,Puri Pandawa,Deluxe 1
16170,LJBB Bungalow,
16171,Maha Ungasan,
16172,Villa Bingin Luna,
16173,Bingin Surf Left,
16174,Bingin Surf Left,
16175,Lebak,5
16176,Villa Kama,1
16177,Puri Kelapa,5 (double)
16178,Kutuh Manak,6
16179,Puri Kelapa,1 (Twin)
16180,Villa Arindra,
16181,Batu Jaran Hill,1
16182,Puri Kelapa,7 (double)
16183,LJBB Shaka,
16184,LJBB Shaka,
16185,Villa Kama,1
16186,LJBB Nina,
16187,LJBB Nina,
16188,LJBB Bungalow,
16189,LJBB Shaka,
16190,Villa Idaman,1
16191,Villa Idaman,2
16192,Villa Bulan,
16193,Buana,101
16194,Buana,104
16195,LJBB Bungalow,
16196,Villa Kama,4
16197,Kutuh Manak,4
16198,LJBB Bungalow,
16199,La Cabane Std,
16200,LJBB Shaka,
16201,Bingin Surf Left,
16202,Bingin Surf Left,
16203,Villa Asmara,
16204,LJBB Bungalow,
16205,Come Back,7
16206,Lebak,1
16207,Come Back,2
16208,NDBV Lot 3,
16209,LJBB Bungalow,
16210,Puri Kelapa,B1 (twin)
16211,Puri Kelapa,A1 (twin)
16212,D'Padang,7
16213,Puri Kelapa,1 (Twin)
16214,The Jepun,1
16215,Come Back,10
16216,LaJoya1 Standard Bungalow,
16217,Bingin Surf Left,
16218,LJBB Shaka,
16219,LJBB Nina,
16220,D'Padang,1
16221,The Alchemist,Le Petit Prince
16222,The Alchemist,Le Petit Prince
16223,Rama Villa,Laksamana-1
16224,LJBB Bungalow,
16225,LJBB Nina,
16226,LJBB Nina,
16227,D'Padang,6
16228,LJBB Bungalow,
16229,LJBB Shaka,
16230,LJBB Nina,
16231,LJBB Bungalow,
16232,Villa Kura Kura,
16233,LJBB Shaka,
16234,Buana,201
16235,D'Padang,2
16236,Kembang Kuning,
16237,D'Padang,1
16238,LJBB Bungalow,
16239,The Jepun,1
16240,Villa Zen,
16241,D'Padang,4
16242,LJBB Bungalow,
16243,Bingin Surf Left,
16244,Villa Kura Kura,
16245,Villa Kama,3
16246,Puri Pandawa,Suite 2
16247,LJBB Bungalow,
16248,The Alchemist,Le Petit Prince
16249,LJBB Bungalow,
16250,LaJoya1 Standard Bungalow,
16251,La Cabane Std,
16252,D'Padang,10
16253,Dreamview Villa,
16254,Maha Ungasan,
16255,Batu Jaran Hill,1
16256,Villa Kura Kura,
16257,Bingin Surf Left,
16258,Villa Bulan,
16259,Villa Loluan,Canggu
16260,Villa Cahaya,
16261,Red Salt,
16262,Kutuh Manak,3
16263,Bingin Surf Left,
16264,D'Padang,5
16265,LaJoya1 Deluxe Bungalow,
16266,LaJoya1 Standard Bungalow,
16267,Uluwatu Cottages,Double
16268,The Hideaway,
16269,Full Moon,5
16270,Puri Kelapa,5 (double)
16271,The Alchemist,Le Petit Prince
16272,Villa Bingin Luna,
16273,Villa Mundaka,
16274,LJBB Shaka,
16275,La Cabane Dlx,
16276,LJBB Nina,
16277,LJBB Bungalow,
16278,LJBB Shaka,
16279,9 Nelayan,Wood Cabin
16280,Villa Singa (6BR Villa),
16281,Maha Ungasan,
16282,LJBB Nina,
16283,NDBV Lot 3,
16284,Villa Kama,1
16285,LJBB Nina,
16286,D'Padang,9
16287,D'Padang,6
16288,D'Padang,7
16289,D'Padang,8
16290,The Hideaway,
16291,Batu Jaran Hill,1
16292,Surf Lodge,R
16293,Puri Kelapa,2 (double)
16294,Bingin Surf Left,
16295,The Jepun,1
16296,Puri Pandawa,Suite 1
16297,Puri Kelapa,2 (double)
16298,Kubu N2,2
16299,Villa Idaman,1
16300,Villa Idaman,2
16301,Batu Jaran Hill,1
16302,La Cabane Std,
16303,The Alchemist,Le Petit Prince
16304,Kutuh Manak,2
16305,La Cabane Std,
16306,Puri Kelapa,6 (double)
16307,LJBB Shaka,
16308,Bingin Surf Left,
16309,Bingin Surf Left,
16310,Batu Jaran Hill,1
16311,LJBB Bungalow,
16312,Uluwatu Cottages,Double
16313,Puri Kelapa,2 (double)
16314,Puri Kelapa,9 (double)
16315,Kubu N2,2
16316,Jepun Sari,92 (Double)
16317,Villa Arindra,
16318,LJBB Shaka,
16319,The Alchemist,Family Cabin
16320,The Alchemist,Le Petit Prince
16321,LJBB Nina,
16322,LJBB Bungalow,
16323,Villa Kura Kura,
16324,Villa Arindra,
16325,LJBB Bungalow,
16326,LJBB Bungalow,
16327,Uluwatu Cottages,Suite
16328,Batu Jaran Hill,1
16329,9 Nelayan,Wind Cabin
16330,Villa Bija,
16331,Batu Jaran Hill,1
16332,Uluwatu Cottages,Double
16333,The Jepun,1
16334,D'Padang,9
16335,D'Padang,7
16336,D'Padang,8
16337,Rama Villa,Laksamana-1
16338,LJBB Bungalow,
16339,Uluwatu Cottages,Double
16340,Uluwatu Cottages,Double
16341,D'Padang,1
16342,BiuBiu Kumala,Villa SO1
16343,Full Moon,5
16344,LJBB Bungalow,
16345,The Jepun,1
16346,Batu Jaran Hill,1
16347,Batu Jaran Hill,1
16348,Batu Jaran Hill,1
16349,Villa Kama,3
16350,Villa Kama,3
16351,Puri Kelapa,2 (Double)
16352,LaJoya1 Standard Bungalow,
16353,Puri Kelapa,9 (double)
16354,Kutuh Manak,7
16355,nan,
16356,LJBB Nina,
16357,La Cabane Std,
16358,The Alchemist,Family Cabin
16359,The Alchemist,Le Petit Prince
16360,LJBB Bungalow,
16361,The Alchemist,Family Cabin
16362,The Alchemist,Le Petit Prince
16363,LJBB Bungalow,
16364,LJBB Bungalow,
16365,LJBB Shaka,
16366,LJBB Nina,
16367,Come Back,5
16368,Bingin Surf Left,
16369,The Alchemist,Le Petit Prince
16370,Bingin Surf Left,
16371,Puri Kelapa,2 (double)
16372,Villa Kama,4
16373,LJBB Bungalow,
16374,LaJoya1 Standard Bungalow,
16375,Bingin Surf Left,
16376,Villa Bening,
16377,Puri Kelapa,A1 (twin)
16378,Villa Kura Kura,
16379,Bingin Surf Left,
16380,NDBV Lot 6,
16381,LJBB Nina,
16382,LJBB Shaka,
16383,D'Padang,9
16384,LJBB Bungalow,
16385,Kubu N2,1
16386,LJBB Nina,
16387,LJBB Bungalow,
16388,LJBB Bungalow,
16389,Maha Ungasan,9 (Garden View)
16390,Maha Ungasan,8 (Garden View)
16391,Kubu N2,2
16392,Villa Bening,
16393,Villa Kama,1
16394,LJBB Bungalow,
16395,Villa Papaya,
16396,Villa Cahaya,
16397,La Cabane Dlx,
16398,La Cabane Std,
16399,Villa Mundaka,
16400,LJBB Bungalow,
16401,Buana,103
16402,Villa Loluan,Canggu
16403,Jepun Sari,99 (Double)
16404,The Jepun,1
16405,Villa Arindra,
16406,LJBB Bungalow,
16407,LJBB Bungalow,
16408,D'Padang,9
16409,Bingin Surf Left,
16410,Kutuh Manak,3
16411,D'Padang,10
16412,Villa Asmara,
16413,D'Padang,8
16414,Lebak,4
16415,The Jepun,1
16416,Puri Kelapa,1 (Twin)
16417,D'Padang,3
16418,Bingin Surf Left,
16419,NDBV Lot 3,
16420,LJBB Bungalow,
16421,Puri Pandawa,Deluxe 1
16422,Villa Idaman,1
16423,Villa Idaman,2
16424,LJBB Bungalow,
16425,The Alchemist,Le Petit Prince
16426,Uluwatu Cottages,Double
16427,Puri Kelapa,2 (double)
16428,Red Salt,
16429,LJ1 Std Family Room,
16430,Uluwatu Cottages,Double
16431,NDBV Lot 3,
16432,LJBB Bungalow,
16433,LJBB Bungalow,
16434,Batu Jaran Hill,1
16435,LaJoya1 Standard Bungalow,
16436,LaJoya1 Standard Bungalow,
16437,LaJoya1 Standard Bungalow,
16438,Come Back,3
16439,Batu Jaran Hill,1
16440,The Jepun,1
16441,Puri Kelapa,2 (Double)
16442,LJBB Bungalow,
16443,Kutuh Manak,5
16444,Puri Kelapa,1 (Twin)
16445,Kutuh Manak,1
16446,The Jepun,1
16447,Batu Jaran Hill,1
16448,LJBB Nina,
16449,Villa Be Home,
16450,Dreamview Villa,
16451,Villa Idaman,1
16452,Villa Idaman,2
16453,LJBB Bungalow,
16454,LJBB Nina,
16455,LJBB Bungalow,
16456,Villa Kura Kura,
16457,D'Padang,1
16458,La Cabane Std,
16459,LJBB Shaka,
16460,LJBB Nina,
16461,Buana,105 (Twin)
16462,LJBB Bungalow,
16463,LJBB Bungalow,
16464,LJBB Nina,
16465,Puri Kelapa,8 (twin)
16466,LJBB Nina,
16467,Kubu N2,2
16468,LJBB Bungalow,
16469,LJBB Bungalow,
16470,LJBB Nina,
16471,Villa Loluan,Canggu
16472,Come Back,2
16473,LJBB Nina,
16474,Full Moon,8
16475,Taman Bintang,Concrete Twn (Condong)
16476,LJBB Bungalow,
16477,LJBB Bungalow,
16478,Lebak,7
16479,Puri Kelapa,8 (twin)
16480,D'Padang,5
16481,D'Padang,10
16482,D'Padang,9
16483,D'Padang,8
16484,Elements Social House,11
16485,Uluwatu Cottages,Double
16486,Elements Social House,10
16487,Bingin Surf Left,
16488,Villa Bening,
16489,The Jepun,1
16490,Villa Kura Kura,
16491,Puri Kelapa,B2 ( Double)
16492,Puri Kelapa,B1 (twin)
16493,Puri Kelapa,10 (double)
16494,LaJoya1 Deluxe Room,
16495,Puri Kelapa,A2 (double)
16496,Batu Jaran Hill,1
16497,Bingin Surf Left,
16498,Villa Arindra,
16499,LJBB Nina,
16500,LJBB Nina,
16501,LJBB Nina,
16502,LJBB Bungalow,
16503,LJBB Bungalow,
16504,LJBB Bungalow,
16505,LJBB Bungalow,
16506,LJBB Bungalow,
16507,LJBB Bungalow,
16508,LJBB Shaka,
16509,The Alchemist,Blanche Niege
16510,LJBB Shaka,
16511,Villa Bening,
16512,LaJoya1 Standard Bungalow,
16513,Puri Pandawa,Deluxe 2
16514,Villa Kama,2
16515,The Alchemist,Family Cabin
16516,LJBB Shaka,
16517,Villa Bingin Luna,
16518,Uluwatu Cottages,Double
16519,Kubu N2,2
16520,LJBB Shaka,
16521,Villa Kama,4
16522,Maha Ungasan,
16523,9 Nelayan,Earth Cabin
16524,Uluwatu Cottages,Double
16525,D'Padang,6
16526,D'Padang,8
16527,D'Padang,7
16528,LJBB Bungalow,
16529,Puri Kelapa,10 (double)
16530,Bingin Surf Left,
16531,Bingin Surf Left,
16532,Batu Jaran Hill,1
16533,Puri Kelapa,10 (double)
16534,Elements Social House,8
16535,D'Padang,2
16536,The Alchemist,Le Petit Prince
16537,Kubu N2,2
16538,LJBB Bungalow,
16539,The Alchemist,Le Petit Prince
16540,D'Padang,2
16541,Puri Kelapa,9 (double)
16542,LJBB Bungalow,
16543,Villa Bening,
16544,LaJoya1 Deluxe Room,
16545,Uluwatu Cottages,Double
16546,Puri Kelapa,6 (double)
16547,The Jepun,1
16548,Buana,203
16549,Buana,201
16550,LaJoya1 Deluxe Bungalow,
16551,Villa Kama,1
16552,Villa Kama,1
16553,D'Padang,3
16554,Villa Kama,3
16555,D'Padang,1
16556,Bingin Surf Left,
16557,Villa Kama,3
16558,Dreamview Villa,
16559,Bingin Surf Left,
16560,Uluwatu Cottages,Suite
16561,Maha Ungasan,8 (Garden View)
16562,Red Salt,
16563,Batu Jaran Hill,1
16564,LJBB Shaka,
16565,LJBB Shaka,
16566,Uluwatu Cottages,Double
16567,Buana,201
16568,Lebak,5
16569,Batu Jaran Hill,1
16570,Batu Jaran Hill,1
16571,Villa Bambu,1
16572,Puri Kelapa,A1 (twin)
16573,Bingin Surf Left,
16574,The Alchemist,Le Petit Prince
16575,Villa Idaman,1
16576,Villa Idaman,2
16577,9 Nelayan,Earth Cabin
16578,Villa Kura Kura,
16579,Puri Kelapa,A1 (twin)
16580,Batu Jaran Hill,1
16581,The Alchemist,Blanche Niege
16582,Batu Jaran Hill,1
16583,Puri Kelapa,A2 (double)
16584,Villa Arindra,
16585,Jepun Sari,92 (Double)
16586,Puri Kelapa,A1 (twin)
16587,Puri Kelapa,A1 (twin)
16588,Puri Kelapa,8 (twin)
16589,9 Nelayan,Wind Cabin
16590,LJBB Nina,
16591,Puri Kelapa,9 (double)
16592,Puri Kelapa,1 (Twin)
16593,Kubu N2,1
16594,Villa Nazeki,1
16595,Puri Kelapa,B1 (twin)
16596,Puri Kelapa,A1 (twin)
16597,Puri Kelapa,D1 (twin)
16598,Kubu N2,1
16599,LJBB Bungalow,
16600,LJBB Bungalow,
16601,Villa Idaman,1
16602,Villa Idaman,2
16603,Uluwatu Cottages,Twin
16604,D'Padang,7
16605,D'Padang,6
16606,LJBB Shaka,
16607,LJBB Shaka,
16608,La Cabane Dlx,
16609,La Cabane Std,
16610,Buana,205
16611,The Alchemist,Blanche Niege
16612,Uluwatu Cottages,Double
16613,Kubu N2,2
16614,Buana,104
16615,LJBB Bungalow,
16616,Lebak,4
16617,Lebak,3
16618,Come Back,3
16619,D'Padang,2
16620,Kutuh Manak,5
16621,Come Back,2
16622,LJBB Bungalow,
16623,D'Padang,1
16624,Bingin Surf Left,
16625,D'Padang,2
16626,Puri Kelapa,7 (double)
16627,D'Padang,2
16628,Lebak,4
16629,9 Nelayan,Earth Cabin
16630,Villa Loluan,Canggu
16631,Buana,102
16632,Come Back,4
16633,Bingin Surf Left,
16634,LJBB Nina,
16635,LJBB Bungalow,
16636,Lebak,5
16637,Lebak,4
16638,Lebak,3
16639,Lebak,2
16640,Lebak,1
16641,Come Back,4
16642,Kubu N2,1
16643,Batu Jaran Hill,1
16644,LJBB Nina,
16645,La Cabane Dlx,
16646,La Cabane Std,
16647,LJBB Shaka,
16648,Puri Pandawa,Deluxe 1
16649,Batu Jaran Hill,1
16650,LJBB Nina,
16651,NDBV Lot 6,
16652,LJBB Bungalow,
16653,LaJoya1 Standard Bungalow,
16654,LJBB Bungalow,
16655,LJBB Bungalow,
16656,LJBB Bungalow,
16657,LaJoya1 Standard Bungalow,
16658,LJBB Shaka,
16659,Villa Bulan,
16660,Puri Kelapa,3 (twin)
16661,Uluwatu Cottages,Suite + extra bed
16662,Puri Kelapa,2 (double)
16663,Villa Bening,
16664,Puri Kelapa,A2 (double)
16665,Uluwatu Cottages,Twin + Extra Bed
16666,Puri Kelapa,B2 ( Double)
16667,Come Back,5
16668,Come Back,3
16669,Kubu N2,1
16670,NDBV Lot 3,
16671,Puri Kelapa,B1 (twin)
16672,D'Padang,4
16673,Puri Kelapa,B2 ( Double)
16674,Puri Kelapa,A2 (double)
16675,LJBB Bungalow,
16676,La Cabane Std,
16677,Kubu N2,2
16678,LJBB Bungalow,
16679,Buana,103
16680,Buana,204
16681,NDBV Lot 6,
16682,LJBB Nina,
16683,Villa Loluan,1
16684,Villa Bulan,
16685,Buana,103
16686,Bingin Surf Left,
16687,Bingin Surf Left,
16688,Villa Loluan,Canggu
16689,LJBB Bungalow,
16690,Kembang Kuning,
16691,Kembang Kuning,
16692,Puri Kelapa,B1 (twin)
16693,NDBV Lot 6,
16694,Villa Arindra,
16695,Batu Jaran Hill,1
16696,Puri Kelapa,7 (double)
16697,LJBB Bungalow,
16698,Lebak,8
16699,Villa Kama,4
16700,Kembang Kuning,
16701,D'Padang,3
16702,LJBB Bungalow,
16703,Villa Arindra,
16704,Red Salt,
16705,LaJoya1 Deluxe Room,
